"統一編號","公司名稱","負責人","公司地址","資本總額","實收資本額","在境內營運資金","公司狀態","產製日期"
"12639258","銘生塑膠有限公司","","彰化縣鹿港鎮東石里鹿西路二段312號1樓","3000000"," "," ","廢止","20250901035733"
"12639551","嘉倉有限公司","陳O元","臺中市清水區橋頭里高美路231巷16號","1000000"," "," ","核准設立","20250901035733"
"12640972","連崴股份有限公司","","彰化縣員林市三橋里三橋街五五巷廿二號一樓","5000000","5000000"," ","解散","20250901035733"
"12641424","東暹塑膠有限公司","","彰化縣花壇鄉中庄村竹子街183巷80號","1000000"," "," ","解散","20250901035733"
"12643154","昱宏國際有限公司","","臺南市永康區大勇路138號1樓","5000000"," "," ","解散","20250901035733"
"12643703","展信塑膠企業有限公司","","新北市樹林區三俊街272號","3000000"," "," ","廢止","20250901035733"
"12644858","睿展實業有限公司","劉O香","高雄市大寮區過溪里過溪路8之98號","2000000"," "," ","核准設立","20250901035733"
"12645104","逢基國際有限公司","曾O賢","臺北市內湖區康寧路3段163號2樓","5000000"," "," ","核准設立","20250901035733"
"12645322","秀得企業有限公司","","高雄市新興區仁智街216號","5000000"," "," ","解散","20250901035733"
"12645940","傑茂興企業有限公司","","桃園市八德區大智里桃德路114巷20號1樓","5000000"," "," ","解散","20250901035733"
"12646770","開新企業有限公司","林O豪","新北市樹林區大安路145巷36號(1樓)","500000"," "," ","核准設立","20250901035733"
"12646928","翰鑫企業股份有限公司","林O岳","臺中市大里區中興路二段346巷11號1樓","10000000","10000000"," ","核准設立","20250901035733"
"12649191","長發興企業有限公司","","新北市三峽區添福里添福一三之九號","10000000"," "," ","解散","20250901035733"
"12649544","智將生化科技股份有限公司","","彰化縣彰化市卦山里公園路一段一九九號　","5000000","5000000"," ","解散","20250901035733"
"12653146","北美亞太環保科技事業股份有限公司","","臺北市大安區光復南路２９０巷３號７樓","1000000","1000000"," ","解散","20250901035733"
"12659649","永陛實業有限公司","莫O琳","新北市樹林區三俊街65巷13號","5000000"," "," ","核准設立","20250901035733"
"12676703","年旺科技有限公司","","臺北市中正區林森北路４０９號１０樓之１４","6000000"," "," ","廢止","20250901035733"
"12679912","雅詩頓國際有限公司","","臺北市大同區太原路９７巷３號１樓","5000000"," "," ","解散","20250901035733"
"12683373","科頂有限公司","張O美","桃園市蘆竹區海湖里海山東街１３巷１０號","5000000"," "," ","核准設立","20250901035733"
"12685386","凰丞企業有限公司","楊O諒","新北市樹林區備內街54之1號(2樓)","1000000"," "," ","核准設立","20250901035733"
"12688784","綠禾實業有限公司","","臺北市松山區光復南路32巷46號1樓","10000000"," "," ","解散","20250901035733"
"12689812","銓泓科技股份有限公司","周O茂","桃園市龜山區南上路400巷14號","15000000","15000000"," ","核准設立","20250901035733"
"12690016","華茂資源回收科技股份有限公司","廖O隆","桃園市龜山區華亞三路39巷11號2樓","43382000","43382000"," ","核准設立","20250901035733"
"12690297","弘勝興實業股份有限公司","葛O勛","新北市板橋區南雅西路2段180巷42號2樓","13000000","13000000"," ","核准設立","20250901035733"
"12700372","迪耐環保有限公司","林O賢","桃園市楊梅區永平里新農街二段209巷62弄21號","20000000"," "," ","核准設立","20250901035733"
"12700491","政僑股份有限公司","","臺中市大里區瑞城里中興路一段二巷八一弄九一號","3500000","3500000"," ","解散","20250901035733"
"12701718","永精工程有限公司","程O華","雲林縣麥寮鄉海豐村豐安路109-10號1樓","15000000"," "," ","核准設立","20250901035733"
"12702081","曄群股份有限公司","","高雄市大寮區過溪里過溪路八之九九號","3000000","3000000"," ","廢止","20250901035733"
"12703194","岱羿企業有限公司","","高雄市大寮區山頂里內厝路二二一號八樓","10000000"," "," ","廢止","20250901035733"
"12703201","全日昌工業股份有限公司","","高雄市鳳山區文聖街186號1樓","10000000","10000000"," ","解散","20250901035733"
"12703552","永幀實業有限公司","巫O松","新北市林口區忠孝三路13號2樓","1000000"," "," ","核准設立","20250901035733"
"12704898","永德成業有限公司","","新北市鶯歌區大湖路一三九號","1000000"," "," ","廢止","20250901035733"
"12707987","朝筌實業有限公司","","臺南市永康區南灣里南興路五九號","500000"," "," ","解散","20250901035733"
"12709710","健中工業有限公司","鐘O中","臺中市太平區永成路60巷15號1樓","1000000"," "," ","核准設立","20250901035733"
"12710266","崇松股份有限公司","","嘉義市東區保忠三街一六號","1000000","1000000"," ","解散","20250901035733"
"12712546","振川環保再生股份有限公司","","彰化縣彰化市復興里中山路三段二七六巷一七︱六號一樓","15000000","15000000"," ","廢止","20250901035733"
"12712932","登祥塑膠有限公司","","新北市新莊區福營路125巷5號","9000000"," "," ","解散","20250901035733"
"12713995","帝境實業股份有限公司","","彰化縣和美鎮鎮平里彰草路2段361之2號","25000000","25000000"," ","解散","20250901035733"
"12716986","貫廷有限公司","","臺南市南區國宅里新興路三八八︱四號一樓","5000000"," "," ","解散","20250901035733"
"12720004","成鴻塑膠有限公司","","彰化縣員林市三條里成功東路三一七巷四號","5000000"," "," ","廢止","20250901035733"
"12721756","加貝賀有限公司","陳O士","彰化縣和美鎮頭前里北堂路一六一巷二六號　　","500000"," "," ","核准設立","20250901035733"
"12723945","弘展國際企業有限公司","","新北市三峽區嘉添１８１之３０號","1000000"," "," ","解散","20250901035733"
"12726339","裕航股份有限公司","","嘉義縣東石鄉港墘村港墘252號","10000000","10000000"," ","解散","20250901035733"
"12729119","旌明實業股份有限公司","","彰化縣鹿港鎮頭崙里頭崙巷118號","50000000","50000000"," ","解散","20250901035733"
"12729130","虹碩精工有限公司","","新北市三峽區嘉添181之30號","2000000"," "," ","解散","20250901035733"
"12730299","鈦暘實業有限公司","","新北市中和區中山路二段一五二號三樓之二","10000000"," "," ","廢止","20250901035733"
"12731987","強鼎勝工業有限公司","余O雄","臺中市大肚區山陽里沙田路三段524巷12號","5000000"," "," ","核准設立","20250901035733"
"12732249","新穎塑膠有限公司","吳O玲","高雄市湖內區湖中路687巷16號","500000"," "," ","核准設立","20250901035733"
"12734582","啟順興股份有限公司","姚O鑽","新北市中和區中山路2段362之5號3樓","29000000","29000000"," ","核准設立","20250901035733"
"12735029","晉鋐實業有限公司","","臺中市龍井區忠和里台西南路二五四號","10000000"," "," ","廢止","20250901035733"
"12738519","丞笙塑膠有限公司","","新北市土城區慶祥街一一○號　","5000000"," "," ","解散","20250901035733"
"12738623","銘鈺精密工業股份有限公司","謝O興","桃園市觀音區觀音工業區國瑞路2號","1000000000","770000000"," ","核准設立","20250901035733"
"12741520","偉倡企業有限公司","方O惠","臺南市安定區港南里港口5之5號","5000000"," "," ","核准設立","20250901035733"
"12741824","易來旺企業股份有限公司","楊O發","臺南市關廟區五甲里五甲路230號1樓","15000000","15000000"," ","核准設立","20250901035733"
"12742366","品岳企業股份有限公司","","臺南市安南區布袋里一鄰工明三路八號","5000000","5000000"," ","廢止","20250901035733"
"12742577","乘寬工業股份有限公司","蘇O華","高雄市岡山區光潭路16號","125000000","125000000"," ","核准設立","20250901035733"
"12745639","山擎實業有限公司","許O根","新北市五股區五工三路116巷5號","17000000"," "," ","核准設立","20250901035733"
"12746623","兆銓實業有限公司","","臺中市南區大慶街二段六一號一樓","2000000"," "," ","廢止","20250901035733"
"12748050","光佑纖維股份有限公司","林O玫","彰化縣和美鎮嘉犁里嘉佃路768巷27號1樓","3500000","3500000"," ","核准設立","20250901035733"
"12748734","亞太生化學股份有限公司","","臺中市西屯區福安里福中九街一九號地下一樓之二","1000000","1000000"," ","廢止","20250901035733"
"12750251","泰耀瑩國際貿易有限公司","","臺中市梧棲區草湳里港埠路一段七一一號一樓","6000000"," "," ","解散","20250901035733"
"12752011","全能塑膠有限公司","","新北市新莊區化成路六三巷五五號","3000000"," "," ","解散","20250901035733"
"12754382","旺震豪工業股份有限公司","紀O藤","臺中市梧棲區頂寮里四維東路151號3樓之2","15000000","15000000"," ","核准設立","20250901035733"
"12755235","古蕾登實業有限公司","楊O富","臺中市烏日區高鐵路一段2號","3500000"," "," ","核准設立","20250901035733"
"12756229","雅羅國際有限公司","柯O庭","基隆市仁愛區玉田里仁二路195號（三樓）","10000000"," "," ","核准設立","20250901035733"
"12757070","德利勤科技股份有限公司","葉O泉","新竹縣湖口鄉勝利村光復路32之1號5樓","200000000","68000000"," ","核准設立","20250901035733"
"12757281","燕宏彩藝包裝有限公司","游O燕","彰化縣埔心鄉瓦北村瑤鳳路一段260號一樓","8000000"," "," ","核准設立","20250901035733"
"12758417","高新塑膠企業有限公司","曹O月","高雄市岡山區岡山里岡山路610巷32號1樓","1000000"," "," ","核准設立","20250901035733"
"12760743","苰聚塑膠有限公司","","臺中市梧棲區永興路一段402巷91號","500000"," "," ","解散","20250901035733"
"12761145","旗貿有限公司","","彰化縣彰化市崙平里中央路184號10樓之1","500000"," "," ","解散","20250901035733"
"12763690","台灣惠田股份有限公司","","宜蘭縣羅東鎮國華里四育路155號1樓","2000000","2000000"," ","廢止","20250901035733"
"12764240","元源塑膠工業有限公司","","苗栗縣竹南鎮龍鳳里六鄰海埔二０號","1000000"," "," ","廢止","20250901035733"
"12764369","嘉財實業有限公司","","臺中市大雅區中清路一段一六○號","12000000"," "," ","廢止","20250901035733"
"12765304","創造科技塑膠股份有限公司","","新北市汐止區新台五路1段99號28樓之9","5000000","5000000"," ","解散","20250901035733"
"12768549","呈兆塑膠實業有限公司","賴O彩霞","臺中市豐原區翁明里直興街170號1樓　　　","1000000"," "," ","核准設立","20250901035733"
"12769603","神轟科技實業有限公司","","新北市土城區中央路1段242巷2弄19號","5000000"," "," ","解散","20250901035733"
"12770361","佳木斯企業有限公司","","臺北市中山區民生東路１段７２號６樓之３","10000000"," "," ","廢止","20250901035733"
"12772369","鋇斯貣企業有限公司","","彰化縣彰化市香山里彰南路二段512巷78號","5000000"," "," ","廢止","20250901035733"
"12775555","沅洋壓克力實業有限公司","","新北市汐止區福德一路３８５號１樓","2000000"," "," ","解散","20250901035733"
"12776029","坤暉實業有限公司","王O蘭","雲林縣虎尾鎮西安里白宮街20號1樓","6000000"," "," ","核准設立","20250901035733"
"12776597","研邦興業有限公司","","新北市三重區光復路一段六八巷十七號一樓","3000000"," "," ","廢止","20250901035733"
"12777337","美加諾企業有限公司","顏O箴","新北市新莊區新樹路497巷2號(1樓)","5000000"," "," ","核准設立","20250901035733"
"12784442","謹平有限公司","張O儒","新北市三重區中興北街42巷17弄6號2樓","10000000"," "," ","核准設立","20250901035733"
"12785076","柄記企業有限公司","","彰化縣埔心鄉油車村和平路一四巷一九號","500000"," "," ","解散","20250901035733"
"12786743","賓佳工業有限公司","余O興","臺南市東區虎尾里東門路三段141巷29號4樓","5000000"," "," ","核准設立","20250901035733"
